id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v11-119-0,NARA,"NARA, (Géog.)​ ville du Japon dans l’île de Niphon, à 10 lieues nord de Méaco. Long. 150. 50. lat. 36. 10. (D. J.)​","[[""36 10' N 150 50' E""]]",,36 10' N 150 50' E,36 10' N 150 50' E
v11-1315-0,OLDENBOURG,"OLDENBOURG, (Géog.)​ ville forte d’Allemagne en Westphalie, capitale du comté de même nom, avec un château qui sert de citadelle. Cette ville & le comté appartiennent au roi de Danemarck, qui descend de la maison d’Oldembourg. Elle est sur le Hunte dans un pays abondant en chevaux, à 9 lieues N. E. de Brême, 18 S. E. d’Ebmden, 29 N. E. de Munster. Longit. 25. 42. latit. 53. 12.


Je ne dois pas oublier de nommer deux savans, Lubin & Mencke dont Oldembourg est la patrie.


Lubin (Eilhard) étoit un homme de beaucoup d’érudition. On a de lui des notes sur Anacréon, Juvenal, Perse & d’autres ouvrages qui prouvent son savoir ; mais celui qui fit le plus de bruit est un traité sur la nature & l’origine du mal, intitulé phosphorus de causâ primâ & naturâ mali. Il y soutient qu’il faut admettre deux principes co-éternels ; savoir, Dieu & le néant : opinion monstrueuse qui fut refutée solidement quand l’ouvrage dont nous parlons fut mis au jour. Son auteur mourut en 1621, âgé de 56 ans.


Mencke (Louis-Othon) est le premier auteur du journal de Leipsic, dont il avoit déja publié trente volumes, lorsqu’il finit sa carriere en 1707, âgé de 63 ans. (D. J.)​","[[""53 12' N 25 42' E""]]",,53 12' N 25 42' E,53 12' N 25 42' E
v11-133-0,NARDO,"NARDO, (Géog.)​ en latin Neritum ; ville du royaume de Naples, dans la terre d’Otrante, dans une plaine, à 4 milles de la côte du golfe de Tarente, à 9 au N. de Gallipoli, & à 15 S. O. de Leccé, avec titre de duché & un évêché suffragant de Brindes. Elle fut presqu’entierement détruite par un tremblement de terre en 1743. Long. 35. 44. lat. 40. 18.","[[""40 18' N 35 44' E""]]",,40 18' N 35 44' E,40 18' N 35 44' E
v11-1338-0,OLIOULES,"OLIOULES, (Géog.)​ petite ville de France en Provence, dans la viguerie d’Aix, au diocèse de Toulon. Les PP. de l’Oratoire y ont un college. Long. 23. 30. lat. 43. 10.","[[""43 10' N 23 30' E""]]",,43 10' N 23 30' E,43 10' N 23 30' E
v11-1346-0,OLIVENÇA,"OLIVENÇA, (Géog.)​ forte & importante ville de Portugal dans l’Alentéjo. Les Espagnols la prirent en 1658, & la rendirent aux Portugais par le traité de Lisbonne, en 1668 : elle est dans une plaine, proche la Guadiana, à six lieues S. d’Elvas, 16 E. d’Evora. Long. 11. 12. lat. 38. 28.","[[""38 28' N 11 12' E""]]",,38 28' N 11 12' E,38 28' N 11 12' O
v11-1357-0,OLONE,"OLONE, (Géog.)​ île, bourg, château, ville, & port de France dans le bas Poitou, à 9 heues de Luçon. La ville se nomme les sables d’Olone, & est à 103 lieues S. O. de Paris. Le bourg est plus avant dans les terres, & à trois-quarts de lieue du port. Le château est au levant d’été du bourg. Le port est dans un petit golfe, & peut recevoir les plus gros vaisseaux de l’Océan. L’île consiste en quelques marais où la mer se répand dans les hautes marées. Long. 15d42′2″. lat. 46d29′50″.","[['46 29\' 50"" N 15 42\' 2"" E']]",,"46 29' 50"" N 15 42' 2"" E","46 29' 50"" N 15 42' 2"" O"
v11-1358-0,OLONITZ,"OLONITZ, (Géog.)​ ville de l’empire russien, renommée par ses mines de fer & par ses eaux minérales, que Pierre-le-Grand a mises en réputation. Elle est entre le lac Ladoga à l’ouest, & celui d’Onega à l’est. Long. 51. 55. lat. 61. 26.","[[""61 26' N 51 55' E""]]",,61 26' N 51 55' E,61 26' N 51 55' E
v11-1362-0,OLSS,"OLSS, (Géog.)​ sorte ville de la basse Silésie, avec titre de principauté, dont les princes sont de la maison de Wirtemberg. Elle est à quatre milles N. E. de Breslaw. Long. 34. 55. lat. 51. 20.","[[""51 20' N 34 55' E""]]",,51 20' N 34 55' E,51 20' N 34 55' E
v11-149-1,Narva ou Nerva,"Narva, (Géog.)​ ou Nerva, ville forte de l’empire russien, dans la Livonie, sur la riviere de Narva, à 66 lieues N. de Riga, & à 36 S. O. de Vibourg. On croit que cette ville fut bâtie par Valdemar Il, Roi de Dannemarck, en 1213. Jean Basilowitz, grand duc de Moscovie, la prit en 1558, & Pontus de la Gardie l’enleva aux Russes en 1581. Les Suédois en demeurerent les maîtres jusqu’en 1704, qu’elle fut reprise par le czar Pierre le Grand. Long. 46. 34. lat. 59. 7.","[[""59 7' N 46 34' E""]]",,59 7' N 46 34' E,59 7' N 46 34' E
v11-1499-0,OOSTBOURG,"OOSTBOURG, (Géog.)​ petite ville des Pays-bas, dans la Flandre hollandoise, capitale d’un bailliage de même nom, à une lieue de l’Ecluse. Le prince Maurice s’en rendit maître en 1604, & en fit raser les fortifications. Long. 20. 59. lat. 51. 20.","[[""51 20' N 20 59' E""]]",,51 20' N 20 59' E,51 20' N 20 59' E
v11-1507-0,OPATOW,"OPATOW, (Géog.)​ petite ville de Pologne au Palatinat de Sendomir, & à quatre milles de la ville de ce nom. Long. 49. 50. lat. 50. 25. (D. J.)​","[[""50 25' N 49 50' E""]]",,50 25' N 49 50' E,50 25' N 49 50' E
v11-1596-0,ORACH,"ORACH, (Géog.)​ petite ville de la Turquie européenne dans la Bosnie, sur les confins de l’Hertzégovine. Long. 35. 30. lat. 42. 10. (D. J.)​","[[""42 10' N 35 30' E""]]",,42 10' N 35 30' E,42 10' N 35 30' E
v11-1637-0,ORCHIES,"ORCHIES, (Géog.)​ ville de France dans la Flandre françoise, chef-lieu d’une châtellenie de même nom entre Tournai & Douai, à 4 lieues de Lille. Ses revenus sont si peu de chose, qu’elle a bien de la peine à payer 18 mille livres qu’elle doit pour son contingent du don gratuit que la province fait au roi. Long. 20. 55. lat. 50. 28.","[[""50 28' N 20 55' E""]]",,50 28' N 20 55' E,50 28' N 20 55' E
v11-166-0,NASSARI ou NAUSARI,"NASSARI ou NAUSARI, (Géog.)​ petite ville des Indes dans les états du grand-mogol, au royaume de Guzarate, à 6 lieues de la ville de Surate & à 2 de la mer. Long. 89. 55. lat. 21. 5.","[[""21 5' N 89 55' E""]]",,21 5' N 89 55' E,21 5' N 89 55' E
v11-1677-0,ORENOQUE,"ORENOQUE, (Géog.)​ plusieurs géographes écrivent Orinoque, grand fleuve de l’Amérique méridionale dans la terre ferme. Christophe Colomb découvrit le premier cette riviere à son troisieme voyage en 1498, & Diego de Orgas y entra le premier en 1531.


L’Orenoque a sa source dans le Popayan, province de l’Amérique méridionale au nouveau royaume de Grenade entre l’audience de Passama, celle de Quito, & la mer du Sud. Il coule du couchant au levant dans le vaste pays de la nouvelle Andalousie, où il se sépare en deux branches ; l’une descend vers le midi & perd son nom ; l’autre qui le conserve, tourne vers le septentrion, & va se jetter dans la mer du nord. Il forme à son embouchure un tel labyrinthe d’îles, que personne n’est d’accord sur le nombre exact des bouches de ce fleuve. Ce qu’il y a de certain, c’est que la plus grande bouche de l’Orenoque qu’on appelle bouche des vaisseaux, est située à 8 degrés 5′ de latitude, & à 318 de longitude.


Il y a soixante-cinq brasses de fond dans certains endroits, & quatre-vingt lorsque les eaux viennent à croître ; son étendue, sa largeur & sa profondeur sont si considérables, qu’il paroît qu’on peut le join-​dre aux trois fleuves que les géographes nous donnent, comme les trois plus grands du monde connu ; savoir, le fleuve de Saint-Laurent dans le Canada, celui de la Plata dans le Paraguay, & le Maragnon dans les confins du Brésil.


Nous avons aujourd’hui des connoissances certaines de la communication de Rio negro ou la riviere Noire, avec l’Orenoque, & par conséquent de l’Orenoque avec le fleuve des Amazones. La communication de l’Orenoque & de la riviere des Amazones avérée en 1743, peut d’autant plus passer pour une découverte en Géographie, que quoique la jonction de ces deux fleuves soit marquée sans aucune équivoque sur les anciennes cartes, tous les géographes modernes l’avoient supprimé dans les nouvelles, comme de concert, & qu’elle étoit traitée de chimérique par ceux qui sembloient devoir être le mieux informés des réalités. Ce n’est pas la premiere fois, dit M. de la Condamine, que les vraissemblances & les conjectures purement plausibles l’ont emporté sur des faits attestés par des relations de témoins oculaires, & que l’esprit de critique poussé trop loin, a fait nier décisivement ce dont il étoit tout au plus permis de douter.


Mais comment se fait cette communication de l’Orenoque avec la riviere des Amazones ? Une carte détaillée de la riviere Noire ou rio Negro, que nous aurons quand il plaira à la cour de Portugal, pourroit seule nous en instruire exactement. En attendant, M. de la Condamine pense que l’Orenoque, la riviere Noire & l’Yutura, ont le Caquétat pour source commune. Voyez les Mém. de l’académie des Sciences, année 1745. P. 450. (D. J.)​","[[""8 5' N 318 E""]]",,8 5' N 318 E,8 5' N 318 O
v11-1754-0,ORLÉANS,"ORLÉANS, (Géog.)​ ancienne ville de France, capitale de l’Orléanois, avec titre de duché, possédé par le premier prince du sang, & un évêché suffragant de Paris. Il s’y fait un grand commerce en vins, blés & eaux-de-vie, commerce qui est occasionné par la situation avantageuse de cette ville sur la Loire, à 13 lieues de Blois, 30 N. E. de Tours, 27 S. O. de Paris. Long. 19d. 25′. 45″. lat. 47d. 54′. suivant Cassini.


On croit qu’Orléans fut erigée en cité par Aurélien, & en reçut le nom de Aureliana civitas, ou Aurelianum, en sous-entendant oppidum ; elle devint alors indépendante des peuples chartrains, & fut l’une des plus considérables des Gaules. Elle tomba au pouvoir des François après que Clovis eut vaincu Siagrius, & eut détruit le reste de l’empire romain dans les Gaules. Il s’est tenu à Orléans plusieurs conciles & synodes. On compte onze conciles & quatre synodes d’Orléans. Son école de droit civil & canonique est fort ancienne ; & le pape Clément V. lui accorda, en 1305, divers privileges, que Philippe le Bel confirma en 1312.


Son évêché est un des plus illustres de France. Ses évêques furent attribués sous l’empereur Honorius à la quatrieme lyonnoise & à la métropole de Sens, dont Orléans n’a été détaché que l’an 1623, lorsque Paris fut érigé en archevêché, auquel on donna pour suffragant les évêques d’Orléans, de Chartres, & de Meaux. Celui d’Orléans prétend avoir le droit, le jour de son entrée dans l’église d’Orléans, d’absoudre un certain nombre de criminels qui sont dans les​prisons ; mais le parlement de Paris ne reconnoît point les absolutions & abolitions de cette espece.


Le diocese de cet évêché renferme 272 paroisses, 10 chapitres, 5 abbayes d’hommes, & 3 de filles.


Le chapitre de la cathédrale est dédié à Jesus-Christ crucifié. Il est remarquable que notre Sauveur est regardé comme premier chanoine de ce chapitre ; car il est mis à la tête de toutes les distributions, pour une double portion, qui est donnée par forme d’aumône à l’hôtel-dieu, dont le chapitre a la jurisdiction spirituelle & temporelle.


Je supprime tous les détails qui concernent la généralité, l’élection, & le bailliage d’Orléans ; j’aime mieux rappeller aux lecteurs françois, que c’est dans cette ville que naquit le roi Robert en 971. Il y fut couronné en 996, & mourut à Melun en 1031. Il étoit humain, debonnaire, & savant pour son tems. Il fit plusieurs hymnes, que l’on chante encore à l’église. Enfin, il eut la sagesse de refuser l’empire & le royaume d’Italie, que les Italiens lui offroient, & qu’il n’eût jamais gardé.


On sait encore que François II. mourut à Orléans le 5 Décembre 1560 dans sa 18e année. Son regne, qui ne fut que de 17 mois, vit éclore tous les maux, qui depuis désolerent la France, & dont la cause principale fut le nombre d’hommes puissans & ambitieux qui vivoient alors. Les Guises abuserent de l’autorité dont ils jouissoient. Le roi de Navarre & le prince de Condé eurent assez de ressources pour soutenir un parti contr’eux, & les grands du royaume assez d’ambition pour chercher à profiter des troubles de l’état. Dans ces conjonctures, les querelles de religion devinrent un prétexte trop spécieux pour n’être pas employé par les deux partis. Orléans éprouva bientôt les tristes effets de leur rage ; François, duc de Guise, en fit le siége en 1563, & y fut assassiné. Mais il faut détourner nos yeux de ces horreurs, pour nommer quelques savans illustres dont Orléans a été la patrie, car je crains que le tems de sa splendeur en ce genre ne soit passé.


Amelot de la Houssaye (Nicolas) y naquit en 1634. Ses traductions & ses histoires sont encore recherchées. Il est le premier qui ait fait connoître le gouvernement de Venise aux François. S’il se montra grand politique, ce fut par son esprit, & non par son caractere, car il n’en suivit jamais les artifices, & mourut fort pauvre en 1706.


Bongars (Jacques) Bourgasius, protestant, a été un des savans hommes du seizieme siecle. Il s’attacha à l’étude de la critique, qui étoit le goût dominant de son tems ; s’il n’alla pas aussi loin que les Lipse & les Casaubon, il ne laissa pas d’y acquérir beaucoup de gloire, & peut-être il les eût atteints dans ce genre d’érudition, sans les affaires d’état qui l’occuperent, & l’empêcherent d’y donner, comme eux, toutes ses veilles. Il fut employé près de 30 années dans les plus importantes négociations d’Henri IV. & acquit cependant de grandes connoissances en livres, soit manuscrits, soit imprimés, dont il se fit une très-belle bibliothèque. Il procura une bonne édition de Justin, imprimée à Paris en 1581, in-8°. avec des notes pleine d’érudition ; mais on estime sur-tout les lettres qu’il écrivit pendant les emplois dont il fut revétu ; elles ont été traduites de latin en françois par M. l’abbé de Brianville, qui en a donné la mellieure édition à la Haye en 1695. Bongars mourut à Paris en 1612 à 58 ans.


Dolet (Etienne) né vers l’an 1509, étoit imprimeur, poëte & grammairien. Il fut brûlé à Paris à la place Maubert le 3 Août 1546 à 37 ans, pour ses opinions sur la religion calviniste. Les ouvrages qu’il mit au jour sont 1°. commentarii linguæ latinæ, 2 vol.​ in-fol. rares. 2°. De re navali. 3°. Carminum, lib. IV. 4°. Des lettres qui sont rares, & d’un goût singulier.


Dubois (Gerard) compatriote de Dolet, prêtre de l’oratoire, a donné l’histoire de l’Eglise de Paris ; il mourut en 1696 âgé de 67 ans.


Gédoyn (Nicolas) naquit à Orléans en 1667. Il a été jésuite, ensuite chanoine de la Sainte-Chapelle à Paris, & enfin abbé commendataire de N. D. à Beaujency ; mais, ce qui vaut beaucoup mieux, il est auteur d’une excellente traduction de Quintilien & de Pausanias, outre plusieurs mémoires insérés dans le recueil de l’acad. des belles-lettres. Il est mort en 1744.


Muis (Siméon de) savant interprete de l’Ecriture sainte, mort en 1644. Son commentaire sur les pseaumes est un des meilleurs qu’on ait sur ce livre de l’Ecriture.


Petau (Denis) Petavius, jésuite, un des meilleurs critiques & des plus savans de son siecle. Outre qu’il a reformé la chronologie, on a de lui un grand nombre d’ouvrages sur d’autres sujets, & de belles éditions des œuvres de Synésius, de Themistius, de Nicéphore, de S. Epiphane, de l’empereur Julien, &c. sur lesquels on trouvera tous les détails qui y ont rapport dans le 37 tome des mémoires du P. Niceron. Le P. Pétau est mort en 1652 âgé de 69 ans.


Thoynard (Nicolas) savant dans les langues, dans l’histoire, dans les antiquités, & dans la chronologie, mourut en 1706 âgé de 77 ans. On prétend qu’il a eu grande part au traité du cardinal Norris sur les époques syriennes. Sa concordance des quatre évangelistes en grec, passe pour un ouvrage vraiment curieux.


Vassor (Michel le) de l’oratoire, se réfugia en Angleterre où il obtint une pension du roi Guillaume, à la sollicitation de Burnet, évêque de Salisbury, & y mourut en 1718, âgé de plus de 70 ans. Son histoire de Louis XIII. est trop diffuse, car elle forme 20 v. in-12, elle est cependant très-recherchée, c’est qu’il ne se trompe que sur un petit nombre de faits.


Orléans est encore la patrie d’une dame, Marie Touchet, qui a fait grand bruit dans ce royaume. Elle donna des enfans à Charles IX. & épousa ensuite un homme de qualité. Son esprit, dit le Laboureur, étoit aussi incomparable que sa beauté, & l’anagramme de son nom je charme tout, fut trouvée fort juste. Les historiens racontent qu’après avoir bien examiné le portrait d’Elizabeth d’Autriche, dans le tems qu’on traitoit du mariage du roi avec cette princesse, elle le rendit en disant, je n’ai pas peur de cette allemande. Elle eut deux filles légitimes, dont l’une (Henriette de Balzac, marquise de Verneuil) fut maîtresse d’Henri IV. & l’autre du maréchal de Bassompierre. (D. J.)​","[['47 54\' N 19 25\' 45"" E']]",,"47 54' N 19 25' 45"" E","47 54' N 19 25' 45"" E"
v11-1760-0,ORNANS,"ORNANS, (Géog.)​ petite ville de France dans la Franche-Comté, sur la Louve, à trois lieues de Besançon, au pied des montagnes. Long. 23. 42. lat. 47. 17.","[[""47 17' N 23 42' E""]]",,47 17' N 23 42' E,47 17' N 23 42' E
v11-18-0,NACCHIVAN,"NACCHIVAN, (Géog.)​ ville d’Arménie, capitale de la province de même nom. Elle étoit autrefois très-considérable, mais Amurath la ruina. On peut en juger de son ancienne grandeur par le grand amas de ses débris. Il n’y a que le centre de la ville qui soit rebâti : il contient un millier de maisons, avec des bazars remplis de boutiques de diverses marchandises. Nacchivan sert de titre à l’archevêque des Arméniens catholiques. Les Dominicains sont leurs seuls ecclésiastiques, & c’est parmi eux qu’ils choisissent l’archevêque : le pape confirme son élection. Longit. marquée sur les astrolabes persans, est de 81. 34. lat. 38. 40. (D. J.)​","[[""38 40' N 81 34' E""]]",,38 40' N 81 34' E,38 40' N 81 34' E
v11-1838-0,ORVIETE,"ORVIETE, (Géog. mod.)​ ancienne ville d’Italie, capitale d’un petit pays de même nom, au patrimoine de S. Pierre, avec un évêché suffragant du pape. Cette ville est sur un rocher escarpé, près du confluent de la Paglia & de la Chiana, à 60 milles de Rome, 6 de Bolsena, & 20 de Viterbe. Long. 29. 45. lat. 42. 42.


Orviete est l’Urbiventum des anciens. Ludovico Monaldelco, qui fleurissoit dans le xiij. & le xiv. siecle, étoit natif d’Orviete. Il est célebre pour avoir écrit des mémoires de son tems à l’âge de cent quinze ans.","[[""42 42' N 29 45' E""]]",,42 42' N 29 45' E,42 42' N 29 45' E
v11-1878-0,"OSNABRUCK ou OSNABRUG ou, OSENBRUCK","OSNABRUCK ou OSNABRUG, ou, comme d’autres écrivent, OSENBRUCK, (Géog.)​ ville d’Allemagne au cercle de Westphalie, avec un évêché fondé par Charlemagne vers l’an 780, dont l’évêque est souverain. Elle est remarquable par le traité qui s’y conclut en 1648 entre les Suédois & l’empereur. La religion catholique & la protestante y sont également souffertes. Elle est sur la riviere de Hase, à 8 milles N. E. de Munster, 5 d’Hervorden, 9 S. O. de Brême. Long. 25. 48. lat. 52. 28.


Il est vraissemblable que le nom d’Osnabruck vient de la situation de cette ville, & que la riviere de Hase s’appelloit anciennement Osen, ce qui joint au mot bruck, qui signifie un pont, marque un pont sur l’Osen.


Charlemagne ne se contenta pas d’y établir un évêché, il y fonda en outre une école pour y enseigner la langue greque & la latine. Cet acte répond à l’an 804, & est fort curieux ; on le trouve dans le Dictionnaire de la Martiniere. (D. J.)​","[[""52 28' N 25 48' E""]]",,52 28' N 25 48' E,52 28' N 25 48' E
v11-1958-1,Otrante,"Otrante, (Géog.)​ ancienne ville d’Italie au royaume de Naples, capitale de la terre d’Otrante, avec un archevêché & un port. Les Turcs la prirent sous Mahomet II. Ferdinand, roi de Naples, la reprit. Elle est à l’embouchure du golfe de Venise, à 24 milles S. de Tarente, 16 S. E. de Brindisi. Long. 36. 10. lat. 41. 21.


Les Latins ont connu cette ville sous le nom d’Hydrus, au genit. Hydruntis, ville de la Pouille la plus proche de la côte d’Epire. Son port qui est​à 40 milles du cap de Leuca, étoit beaucoup meilleur avant que les Vénitiens l’eussent gâté, & l’on doit être surpris qu’il n’ait point été réparé, puisqu’étant bien entretenu, il rendroit un roi de Naples maître de l’entrée du golfe, en cas de mésintelligence entre lui & les Vénitiens. (D. J.)​","[[""41 21' N 36 10' E""]]",,41 21' N 36 10' E,41 21' N 36 10' E
v11-1959-0,OTRARE,"OTRARE, (Géog.)​ ville d’Asie dans le Turkestan. Elle est arrosée par la riviere de Schaseh, & n’est pas loin de celle de Balassagoon. Alfaras & Albirani, suivis par Abulfeda, lui donnent 88. 30 de longitude, & 44 de latitude.","[[""44 N 88 30' E""]]",,44 N 88 30' E,44 N 88 30' E
v11-2077-0,OWERRE,"OWERRE, (Géog.)​ bourgade & royaume d’Afrique sur la côte méridionale de la Guinée. L’air y est mal sain, & le terrein sec & maigre. Long. de la Bourgade, 25. 35. lat. 6. (D. J.)​","[[""6 N 25 35' E""]]",,6 N 25 35' E,6 N 25 35' E
v11-2162-0,PACY,"PACY, (Géog. mod.)​ ville de France en Normandie, sur l’Eure, à 3 lieues de Vernon. Long. 19. 3. lat. 19. 1.","[[""19 1' N 19 3' E""]]",,19 1' N 19 3' E,19 1' N 19 3' E
v11-2166-0,PADERBORN,"PADERBORN, (Géog. mod.)​ ancienne ville d’Allemagne en Westphalie, capitale d’un petit état souverain possédé par son évêque suffragant de Mayence, prince de l’empire qui réside ordinairement à Neuhaus. Paderborn est sur un ruisseau nommé Pader, à 16 lieues N. O. de Cassel, 17 E. de Munster, 15 S. O. de Minden, 154 N. O. de Vienne. Long. 26. 28′. lat. 51. 46′.


L’évêché de Paderborn a été fondé par Charlemagne, & l’empereur Henri II. en a augmenté le temporel. Il est assez fertile quoique ce soit un pays de montagnes. On y trouve des mines de fer, & l’on compte plusieurs villes dans son district.


Ferdinand de Furstemberg, évêque de Munster & de Paderborn, a donné les antiquités de cette ville en 1672, sous le titre de Monumenta paderbornensia. Les allemands curieux peuvent consulter cet ouvrage, qui intéresse peu les étrangers.


Thierri de Niem, natif de Paderborn, dans le xiv. siecle, devint sous-secrétaire du pape Urbin VI. & mourut vers l’an 1417. On a de lui 1°. une histoire du schisme, qui est assez médiocre ; 2°. un journal du concile de Constance, qui est assez partial ; 3°. un traité des droits des empereurs aux investitures des évêques. Le style de cet auteur est dur & desagréable ; mais on trouve plus de fidélité dans sa narration, qu’on ne l’attendroit d’un écrivain qui s’étoit attaché à la cour de Rome. (D. J.)​","[[""51 46' N 26 28' E""]]",,51 46' N 26 28' E,51 46' N 26 28' E
v11-2280-2,Palais,"Palais, (Géograph. mod.)​ petite place forte de​France en Bretagne, capitale de l’île de Belle-Isle. Long. 14. 20. lat. 47. 20.


Il ne faut pas confondre ce Palais, capitale de Belle-Isle, avec Palais, village à 4 lieues de Nantes en Bretagne. Ce village, quoique pauvre village, est bien célebre dans l’histoire, pour avoir donné le jour à Pierre Abélard, que sur de fausses apparences d’infidélité les parens d’Héloïse firent cruellement mutiler ; lui qui n’aimoit au monde que cette savante fille, & qui l’aima jusqu’au tombeau ; lui qui étoit un des plus fameux & des plus habiles docteurs du xij. siecle, le plus grand dialecticien, & le plus subtil esprit de son tems.


Ce n’est pas tout, il eut encore à essuyer coup sur coup malheurs sur malheurs, par la jalousie de ses rivaux, & quelquefois par son imprudence. C’est ainsi qu’il lui échappa de dire étant au couvent de S. Denis, qu’il ne pensoit pas que leur S. Denis fût Denis l’Aréopagite, dont il est parlé dans l’Ecriture. L’abbé étant instruit de ces discours hors de saison, déclara qu’il livreroit à la justice du roi celui qui avoit l’audace de renverser la gloire & la couronne du royaume. Abélard se sauva de nuit en Champagne, & se crut trop heureux d’obtenir après la mort de l’abbé de S. Denis la permission de vivre monastiquement loin de Paris.


Il vint au Paraclet, des écoliers l’y suivirent en foule ; & ses ennemis en plus grand nombre lui rendirent dans cet hermitage même la vie tellement amere, qu’il fut sur le point de se retirer hors de la chrétienté ; mais son étoile ne lui permit pas de se procurer ce repos.


On lui fit un procès d’hérésie devant l’archevêque de Sens, & l’on convoqua sur cette affaire l’an 1140 un concile provincial, auquel le roi Louis VIII. voulut assister en personne. S. Bernard étoit l’accusateur, Abélard fut bientôt condamné. Le pape Innocent II. confirma la condamnation, en ordonnant que les livres de l’hérétique seroient brûlés, qu’il ne pourroit plus enseigner, & qu’on l’emprisonnât.


Il étoit perdu sans Pierre le Vénérable, qui, touché de son triste sort & de la beauté de son génie, le reçut favorablement dans son abbaye de Clugny, & lui réconcilia S. Bernard, le promoteur de l’oppression que l’innocence avoit soufferte dans le concile de Sens & à Rome. Mais de si longs malheurs consécutifs avoient tellement délabré la santé d’Abélard, qu’il n’étoit plus tems d’y porter remede. Envain l’abbé de Clugny l’envoya pour le rétablir dans le prieuré de S. Marcel, lieu pur & agréable, situé sur la Saône auprès de Châlons ; il y mourut bientôt après le 21 Avril 1142, à l’âge de 63 ans. Voyez dans Bayle son article, joignez-y les articles Héloïse, Berenger de Poitiers, Ambroise (François) Froulques, & vous aurez dans le même dictionnaire l’histoire complette d’Abélard. (D. J.)​","[[""47 20' N 14 20' E""]]",,47 20' N 14 20' E,47 20' N 14 20' E
v11-2280-9,"Palais, Saint","Palais, Saint, (Géog. mod.)​ petite ville de France dans la basse Navarre, au diocese de Bayonne, sur la Bidouse, à 5 lieues de S. Jean Pié-de-Port, à qui elle dispute l’honneur d’être la capitale de la Navarre. Long. 16. 35. latit. 43. 20.","[[""43 20' N 16 35' E""]]",,43 20' N 16 35' E,43 20' N 16 35' E
v11-2282-0,PALAMOS,"PALAMOS, (Géog. mod.)​ petite, mais forte ville d’Espagne, dans la Catalogne, avec un port. Les François la prirent en 1694, & la rendirent en 1697 par la paix de Riswick ; elle est sur la méditerranée à 5 lieues S. E. de Girone, 19 N. E. de Barcelone. Long. 20. 46. latit. 41. 48. (D. J.)​","[[""41 48' N 20 46' E""]]",,41 48' N 20 46' E,41 48' N 20 46' E
v11-2321-0,PALERME,"PALERME, (Géogr. mod.)​ en latin Panormus ; ville détruite de la Sicile, dans le val de Mazzara, avec un archevêché & un petit port. Palerme avant sa destruction par un tremblement de terre, disputoit à Atessine le rang de capitale.


Elle étoit sur la côte septentrionale de l’île, au fond du golfe de même nom, dans une belle plaine, à 44 lieues O. de Messine, 68 S. O. de Naples, 96 S. de Rome. Long. 31. 15. lat. 38. 10.


Cette ville s’est glorifiée d’avoir produit sainte Agathe, saint Agathon, religieux bénédictin, élu pape le 11 Avril 679. Giberti (Jean-Matthieu), évêque de Vérone, mort le 30 Décembre 1543. Ce dernier prélat aimoit les lettres, & avoit chez lui une imprimerie, d’où sortit en 1529, une belle édition greque des homélies de saint Jean Chrisostôme sur les épitres de saint Paul. Antoine dit Palerme, vendit sa maison pour un manuscrit de Tite-Live. Je supprime les noms d’une foule de jésuites & autres moines nés à Palerme, & qui pendant deux siecles ont inondé l’Europe d’ouvrages aujourd’hui ignorés, sur le droit canon, la théologie scholastique, & autres sujets semblables.


Mais Palerme a été la patrie de quelques vrais savans, cités dans la bibliotheca sicula de Mongitore. Je me contenterai de remarquer que quoique l’un d’eux, j’entends Ingrassia (Jean-Philippe), célebre médecin du xvj. siecle, se dise de Palerme dans un endroit de ses ouvrages, c’est apparemment parce qu’on lui avoit donné la bourgeoisie dans cette ville ; car il naquit réellement en 1510 à Rochalbuto, bourgade de la vallée de Demona.


Il a découvert en Anatomie l’étrier, stapedem, petit os de l’oreille, & a décrit la structure de l’os cribreux beaucoup mieux qu’on ne l’avoit fait avant lui. Il s’est encore acquis une haute réputation en Anatomie & en Médecine par divers ouvrages, entr’autres par son commentarium in Galeni librum de ossibus, qui vit le jour après sa mort, Panormi, 1603, & Venetiis, 1604, in-fol.


Il a aussi publié pendant sa vie un livre de tumoribus præter naturam, tom. I. Neapoli 1553, in-fol. Il promettoit dans ce volume six autres tomes sur cette matiere, mais qui n’ont pas vu le jour. Galien n’a distingué que soixante-une especes de tumeurs, & Ingrassia a presque triplé ce nombre. Il seroit trop long de citer tous les autres ouvrages de ce savant médecin, car il a prodigieusement écrit.


En 1563, Philippe II. roi d’Espagne, le nomma premier médecin de la Sicile & des îles adjacentes, poste qu’il remplit avec honneur : il donna de grandes preuves de son habileté & de son zele pour le bien public en l’année 1575, qu’une furieuse peste affligea la ville de Palerme, & une grande partie de la Sicile. Le sénat de Palerme, pour lui marquer sa reconnoissance, lui assigna 250 ducats aurea par mois ; mais il n’accepta qu’une modique somme pour embellir une chapelle du couvent des dominicains. Il cultivoit les belles-lettres & la poésie dans ses momens de loisir, & mourut fort regretté en 1580, âgé de 70 ans.


On peut consulter sur Palerme, l’ouvrage de Inveges (Augustino), intitulé Palermo antiquo, sacro & nobile, in Palermo 1649, 1650 & 1651, 3. vol. in-fol. complet. (D. J.)​","[[""38 10' N 31 15' E""]]",,38 10' N 31 15' E,38 10' N 31 15' E
