id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v13-559-0,PRATA,"PRATA, (Géog. mod.)​ petite île de la mer des Indes, à 20d. 40′. de latitude septentrionale, sur la route de Manille à Quantong, & environ sous les 130d. de longitude. Elle est basse, toute environnée de rochers, & plusieurs gros vaisseaux espagnols en venant de Manille, s’y sont perdus avec leurs trésors, & la plus grande partie des équipages.","[[""20 40' N 130 E""]]",,20 40' N 130 E,20 40' N 130 E
v13-571-0,PRAYA,"PRAYA, (Géog. mod.)​ ville chétive de l’île de San-Jago, au sud-ouest de l’île, & au sud-est de la capitale, dont elle est à 3 lieues ; son port est bon, & se nomme Porto Praya. Long. 355. 41. lat. 15. 16. (D. J.)​","[[""15 16' N 355 41' E""]]",,15 16' N 355 41' E,15 16' N 355 41' O
v13-608-0,PRECOPIA ou PERCOPIA,"PRECOPIA ou PERCOPIA, (Géog. mod.)​ ville de la Turquie, dans la Servie, sur la Morave, à 8 lieues ouest de Nissa, 18 sud-est de Zagodma. Long. 40. 6. latit. 43. 20. (D. J.)​","[[""43 20' N 40 6' E""]]",,43 20' N 40 6' E,43 20' N 40 6' E
v13-69-0,PONS,"PONS, (Géog. mod.)​ en latin Pontes, petite ville de France dans la Saintonge, près la riviere de Suigne, (en latin Santona), à quatre lieues de Saintes. Les Calvinistes, dans les guerres de religion, en avoient fait une place de sûreté, mais Louis XIII. la fit démanteler en 1621. Elle est partagée par la Suigne, sur laquelle il y avoit autrefois plusieurs ponts,​qui probablement ont donné le nom à la ville.


Elle a eu des seigneurs qu’on appelloit sires, à cause du nombre de fiefs nobles qui en relevoient, & qu’ils ont possédés dans la même maison jusqu’à la fin du xvj. siecle. Guillaume de Nangis rapporte dans sa chronique que le seigneur de Pons, nommé Renaud, alla trouver S. Louis en 1242, & fit en sa présence hommage à Alphonse, comte de Poitiers, frere du roi. La maniere dont les sires de Pons rendoient hommage est assez singuliere pour mériter d’être rapportée. Le sire de Pons, armé de toutes pieces, ayant la visiere baissée, se présentoit au roi, & lui disoit : « Sire, je viens à vous pour vous faire hommage de ma terre de Pons, & vous supplier de me maintenir en la jouissance de mes privileges ». Le roi le recevoit, & lui devoit donner par gratification l’épée qu’il avoit à son côté.


César Phebus d’Albret, maréchal de France, laissa une fille qui épousant le comte de Marsan, de la maison de Lorraine, lui remit en propre la sirie de Pons avec tous ses biens. Long. 17. 4. latit. 45. 36. (D. J.)​","[[""45 36' N 17 4' E""]]",,45 36' N 17 4' E,45 36' N 17 4' E
v13-85-0,PONT-DE-VESLE,"PONT-DE-VESLE, (Géog. mod.)​ petite ville de France, dans la Bresse, chef-lieu d’un mandement de même nom, à cinq lieues au couchant de Bourg, à dix au nord de Lyon, & à une au sud-est de Mâcon, sur la riviere de Vesle, qu’on y passe sur un pont. Il y a une paroisse, un hôtel-Dieu, & un gouverneur, quoique ce lieu ne soit pas fortifié. Long. 22. 28. lat. 46. 14. (D. J.)​","[[""46 14' N 22 28' E""]]",,46 14' N 22 28' E,46 14' N 22 28' E
v13-883-0,"PROCITA, ou PROCIDA","PROCITA, ou PROCIDA, (Géogr. mod.)​ île sur la côte d’Italie dans le golfe de Naples, à demi-lieue de celle d’Ischia ; on lui donne 8 à 9 milles de circuit. Son terroir est fertile & peuplé. Elle a au sud-est une petite ville de même nom, entourée de fortifications antiques, & bâtie sur une hauteur escarpée du côté de la mer. Long. 31. 34. lat. 40. 51. (D. J.)​","[[""40 51' N 31 34' E""]]",,40 51' N 31 34' E,40 51' N 31 34' E
v13-90-0,PONTE-DE-LIMA,"PONTE-DE-LIMA, (Géog. mod.)​ petite ville de Portugal, dans la province entre Duero-e-Minho, sur la riviere de Lima, qu’on y passe sur un pont, à trois lieues de Viana, à six lieues au nord-ouest de Brague, & à soixante-huit au nord de Lisbonne. Long. 9. 25. latit. 41. 37. (D. J.)​","[[""41 37' N 9 25' E""]]",,41 37' N 9 25' E,41 37' N 9 25' E
v14-1030-0,RIPEN ou RYPPEN,"RIPEN ou RYPPEN, (Géog. mod.)​ ville de Danemark, dans le Jutland septentrional, près de la côte occidentale, & capitale du diocèse auquel elle donne son nom. Elle est située à 20 lieues au nord-ouest de Sleswick, & est mouillée par la riviere de Nipsaa, qui y cause souvent de grands dommages. Elle a pour sa défense un ancien château, mais elle est surtout fortifiée par la nature. Son église cathédrale est bâtie de pierres de taille. L’évêché de cette ville a pris son commencement vers l’an 860, & l’éveque jouissoit autrefois de la jurisdiction temporelle & spirituelle ; mais en 1536, le roi Christian III. ayant introduit la religion luthérienne en Danemark, réunit le domaine de l’évêché à la couronne. Le diocèse de Ripen qui est borné au midi par le duché de Slesweick, & au nord par le Wibourg, est composé de 13 bailliages.


La ville de Ripen est gouvernée par deux bourguemestres & par un sénat. Les prairies des environs de cette ville donnent un profit considérable aux habitans par la nourriture des bestiaux ; car c’est l’endroit où l’on assemble les bœufs de presque tout le Jutland. On les embarque ensuite sur des vaisseaux pour les transporter en divers pays, & principalement en Hollande. Long. 42. 8′. latit. 55. 19′.


Borrichius (Olaüs) l’un des plus savans personnages du nord, naquit à Ripen en 1626, & devint conseiller de la chancellerie royale en 1689. Il protégea les sciences de son crédit & de sa bourse. Il fonda​à Copenhague une espece de college pour l’entretien de pauvres étudians, & donna pour cette fondation vingt-six milles rixdallers. Il mourut de la pierre en 1690. Ses ouvrages sur des matieres de médecine & de chimie sont toujours estimés ; & comme ce sont pour la plûpart des dissertations, on a recueilli les principales en 2 vol. in-4°.


Cragius (Nicolas) naquit à Ripen vers l’an 1549, & s’atracha à la littérature & aux négociations dans lesquelles il fut employé avec succès. Les administrateurs du royaume pendant la minorité de Christiern IV. le nommerent historiographe du roi avec six cens rixdallers d’appointement. Il composa les annales de Danemark depuis la mort de Fréderic I. jusqu’à l’an 1550. Cet ouvrage a demeuré enseveli jusqu’à l’année 1737, que M. Gramm l’a mis au jour à Coppenhague, in-folio ; mais le traité de la république de Lacédemone, de republicâ Lacedoemon. libri quatuor, est généralement estimé. Il parut d’abord à Genève en 1593, in 4°. & ensuite à Leyde en 1670 in-12. Gronovius l’a inséré dans son trésor d’antiquités grecques. Cragius mourut en 1602.


Je supprime les noms de quelques autres hommes de lettres moins illustres nés à Ripen ; mais je me rappelle que Mons étoit de cette ville, dont il devint bourguemestre. Mons est ce magistrat intrépide, qui eut le courage d’oser porter dans Coppenhague en 1523, à Christiern II. roi de Danemark, sa sentence de déposition prononcée par les états de Jutland. « Mon nom, dit-il au tyran, devroit être écrit sur la porte de tous les méchans princes. » Christiern détesté de tous ses sujets, abhorré de ses propres officiers, n’osant se fier à personne, reçut dans son palais, comme un criminel, cet arrêt singulier, qu’un seul homme désarmé lui signifioit. (Le chevalier de Jaucourt.)​","[[""55 19' N 42 8' E""]]",,55 19' N 42 8' E,55 19' N 42 8' E
v14-1035-0,RIPPON,"RIPPON, (Géog. mod.)​ le Rhigodunum de Ptolomée, l. I. c. iij. ville d’Angleterre, dans la province d’Yorck, sur la Youre, à 210 milles au nord-ouest de Londres ; Widfrid, archevêque d’Yorck, y fonda autrefois une abbaye de bénédictins. Aujourd’hui cette ville se distingue par ses manufactures de draps & d’éperons les meilleurs d’Angleterre. Long. 15. 56′. latit. 54. 5′. (D. J.)​","[[""54 5' N 15 56' E""]]",,54 5' N 15 56' E,54 5' N 15 56' O
v14-1106-0,ROCCA-D'ANFO,"ROCCA-D’ANFO, (Géog. mod.)​ petite ville d’Italie, dans l’état de Venise, sur le bord septentrional du lac Idro, au Bressan. Elle est munie de quelques fortifications. Long. 28. 4. lat. 45. 48. (D. J.)​","[[""45 48' N 28 4' E""]]",,45 48' N 28 4' E,45 48' N 28 4' E
v14-1109-5,Roche,"Roche, la, (Géog. mod.)​ en latin du moyen âge, rupes Ardenuæ ; ville des Pays-Bas, au duché de Luxembourg, dans la forêt d’Ardenne, bâtie sur une roche, d’où lui vient son nom, à 12 lieues au nord-ouest de Luxembourg, avec un château fortifié. Long. 23. 25. lat. 50. 7.


2°. La Roche est le nom d’une autre petite ville de Savoie, dans le Faucigni, assez près de la riviere d’Arve, & sur la Gauche. (D. J.)​","[[""50 7' N 23 25' E""]]",,50 7' N 23 25' E,50 7' N 23 25' E
v14-1117-0,ROCHE-POSAY,"ROCHE-POSAY, (Géog. mod.)​ petite ville de France, dans la Touraine, sur la Creuse, un peu au-dessous de l’endroit où elle reçoit la Gartempe. Long. 18. 30. lat. 46. 44. (D. J.)​","[[""46 44' N 18 30' E""]]",,46 44' N 18 30' E,46 44' N 18 30' E
v14-1121-0,ROCHE-SUR-YON,"ROCHE-SUR-YON, (Géog. mod.)​ bourg de France, dans le Poitou, sur la petite riviere d’Yon, à 6 lieues au nord-ouest de Luçon, avec titre de principauté, qui appartient à la maison de Conti. Long. 16. 10. lat. 46. 35. (D. J.)​","[[""46 35' N 16 10' E""]]",,46 35' N 16 10' E,46 35' N 16 10' E
v14-1149-0,"ROEUX, ou le Roeulx","RŒUX, ou le Rœulx ; (Géog. mod.)​ petite ville des Pays-bas dans le Hainaut, entre Soignies au nord, & Binche au midi. Cette petite ville fut érigée en comté par Charles-quint, en faveur de la maison de Croy. Long. 21. 44. lat. 50. 28. (D. J.)​","[[""50 28' N 21 44' E""]]",,50 28' N 21 44' E,50 28' N 21 44' E
v14-1213-0,ROMONT,"ROMONT, (Géog. mod.)​ ville de Suisse, dans le canton de Fribourg, avec titre de comté, à six lieues de Berne, & à cinq de Fribourg. C’est la plus jolie ville du canton, après la capitale. Elle fut bâtie ou fortifiée par Pierre de Savoie dans le xiij. siecle, lorsqu’il se fut rendu maître du pays de Vaud. On la nomma Rondemont à cause de sa situation sur une petite montagne ronde, & qui domine de tous côtés. Le duc Charles jouit du pays de Vaud, & de celui de Romont jusqu’à l’an 1536, que les Bernois alliés des Génévois, attaqués par le duc, conquirent le pays de Vaud ; les Fribourgeois qui n’étoient pas en guerre avec ce prince, prirent le comté de Romont, de crainte que les Bernois ne s’en saisissent. Ils en ont toujours joui depuis ce tems là ; & comme la maison de Savoie n’a pas pu en obtenir la restitution, les ducs se sont contentés de prendre le vain titre de comte de Romont, & de seigneurs de Vaud. La ville a aujourd’hui des foires fort fréquentées. Long. 25. lat. 46. 48. (D. J.)​","[[""46 48' N 25 E""]]",,46 48' N 25 E,46 48' N 25 E
v14-1257-0,ROQUEMAURE,"ROQUEMAURE, (Géog. mod.)​ ville de France, dans le bas Languedoc, située près les bords du Rhône, au diocèse d’Avignon, à 2 lieues au-dessus de cette ville, sur un roc escarpé. Long. 22. 27′, latit. 43. 58′.


C’est dans cette ville que mourut le pape Clément V en 1314, après neuf ans de pontificat, pendant lesquels les factions Guelphe & Gibeline, nées des querelles du sacerdoce & de l’empire, subsistoient toujours comme un feu qui se nourrissoit par de nouveaux embrasemens. Clément V né en Gascogne, étoit du parti de Boniface VIII, qui l’avoit nommé évêque de Comminge, & puis archevêque de Bordeaux. Le cardinal d’Ostie l’éleva sur la chaire de saint Pierre, & son élection se fit à Pérouse en 1305. On l’appella le pape Gascon. Dès qu’il fut élu, il aima mieux transférer le saint siege hors d’Italie, & jouir en France des contributions payées alors par tous les fideles, que disputer inutilement des châteaux auprès de Rome.


Clément alloit de Lyon à Vienne en Dauphiné, à Avignon, menant publiquement avec lui la comtesse de Perigord, & tirant ce qu’il pouvoit d’argent de la piété des bonnes ames. Ce fut à Vienne qu’il convoqua en 1311 un concile général, dans lequel l’ordre des Templiers fut aboli & la guerre sainte résolue. Il mourut en allant à Bordeaux pour changer d’air.


On sait qu’il fût couronné à Lyon en présence de Philippe le Bel, de Charles de Valois, & de plusieurs autres princes. Cette cérémonie fut troublée par la chûte d’une muraille, laquelle étant trop chargée de peuple, s’écroula, tua Jean II duc de Bretagne, & Gaillard frere du pape. Le roi & Charles de Valois, furent blessés légerement. La tiare tomba de dessus la tête du pontife, & une des belles escarboucles de sa couronne se perdit. On conçoit bien, que cet accident fut remarqué comme un présage des malheurs qui affligerent la chrétiennété & l’Italie, durant ce pontificat. (D. J.)​","[[""43 58' N 22 27' E""]]",,43 58' N 22 27' E,43 58' N 22 27' E
v14-1272-0,"ROSAY, ou Rosoy","ROSAY, (Géog. mod.)​ ou Rosoy, petite ville de France, dans la Brie, à 6 lieues de Meaux, & à 12 de Paris. Long. 20. 30. latit. 48. 42.","[[""48 42' N 20 30' E""]]",,48 42' N 20 30' E,48 42' N 20 30' E
v14-1275-0,ROSCHILD,"ROSCHILD, (Géog. mod.)​ ville de Danemarck, toute ouverte, dans l’île de Sélande, au fond d’un petit golfe rempli de sable, à 8 lieues au sud-ouest de Copenhague. Son évêché fondé en 1012, est suffragant de Copenhague. La cathédrale renferme les tombeaux de quelques rois de Danemarck. Cette ville n’a point de commerce, & l’université qu’on y a fondée n’est pas florissante. Long. 29. 62. lat. 55. 38.","[[""55 38' N 29 62' E""]]",,55 38' N 29 62' E,55 38' N 29 62' E
v14-1309-0,ROSSANO,"ROSSANO, (Géog. mod.)​ en latin Ruscianum ou Roscianum ; ville d’Italie au royaume de Naples, dans la Calabre citérieure, à 2 ou 3 milles du golfe de Venise, au bord d’une petite riviere qui se jette dans le Célano, à 10 lieues au nord-est de Cozensa. Cette ville dans le viij. siecle, étoit un évêché sous Reggio : on y transféra ensuite l’évêché de Thurium ; & enfin on l’érigea en archevêché vers l’an 1193. Long. 34. 26. lat. 39. 44.


Cette ville a été la patrie de l’antipape Jean XVII. nommé auparavant Philagathe, auquel l’empereur​Othon III. fit couper les mains & les oreilles, & arracher les yeux en 998. C’étoit une barbarie bien odieuse, vis-à-vis d’un évêque qui étoit homme de mérite, savant, & que Crescentius qui tenoit Rome sous sa dépendance avoit fait élire pape, pour l’opposer à Grégoire V. (D. J.)​","[[""39 44' N 34 26' E""]]",,39 44' N 34 26' E,39 44' N 34 26' E
