id-enccre,headword,text,coordinates,meridian,coordinates_txt,gpt_preds
v14-1009-0,RIO-de-JUNEKO,"RIO-de-JUNEKO, (Géog. mod.)​ petite riviere d’Afrique, dans la Guinée. Son embouchure est à 9d10′ de long. & à 5d50′ de lat. nord. (D. J.)​","[[""5 50' N 9 10' E""]]",,5 50' N 9 10' E,5 50' N 9 10' E
v14-1021-0,RIO-SANGUIN,"RIO-SANGUIN, (Géog. mod.)​ riviere d’Afrique, dans la Guinée, & dont l’embouchure est à 12 lieues de celle de Rio-Sextos. Les François ont eu un établissement sur les côtes de cette riviere, dont les Portugais s’emparerent, jusqu’à ce qu’ils en aient été chassés eux-mêmes par les Anglois & les Hollandois en 1604. L’embouchure de Rio-Sanguin est à 12 degrés de longit. & à 5. 12 de latitude septentrionale. (D. J.)​","[[""5 12' N 12 E""]]",,5 12' N 12 E,5 12' N 12 O
v14-1026-0,RIPA,"RIPA, (Géog. mod.)​ autrement Ripa trassonia, ou Ripa transone ; petite ville d’Italie, dans l’état de l’Eglise, Marche d’Ancône, & dans les teries. Elle est à 5 milles de la côte du golfe de Venise, à égale​ distance de Monte Alto, & environ à 6 milles de Fermo. Elle est passablement peuplée, & a quelques fortifications. Son évéché fondé en 1570, est suffragant de Fermo. Long 31. 36. lat. 45. 55. (D. J.)​","[[""45 55' N 31 36' E""]]",,45 55' N 31 36' E,45 55' N 31 36' E
v14-1028-0,RIPAILLE,"RIPAILLE, (Géog. mod.)​ bourg de Savoie, dans le Chablais, sur le bord du lac de Geneve, environ à une lieue de Thonon. Long. 24. 10. latit. 46. 23.


Ripaille que fonda Amédée VIII. pour six hermites & lui, a acquis de la célébrité par la retraite agréable & momentanée qu’y fit ce prince, dans le tems qu’il se crut guéri de toute ambition, & que laissant flotter les renes de la souveraineté entre les mains de son fils, il ne songeoit pas à briguer la thiare pontificale contre aucun cardinal, & ne s’occupoit que des plaisirs de la vie tranquille. M. de Voltaire a joliment dépeint son caractere dans les vers qui suivent :



O bisarre Amédée !
De quel caprice ambitieux
Ton ame est-elle possédée ?
Ah ! pour quoi t’échapper à ta douce carriere ?
Comment as-tu quitté ces bords délicieux,
Ta cellule, ton vin, ta maîtresse & tes jeux,
Pour aller disputer la barque de S. Pierre ?


(D. J.)​","[[""46 23' N 24 10' E""]]",,46 23' N 24 10' E,46 23' N 24 10' E
v14-1038-0,RIQUIER saint,"RIQUIER saint, (Géog. mod.)​ on écrit aussi S. Ricquier, ville de France en Picardie, au diocese d’Amiens, dans le comté de Ponthieu, sur la petite riviere de Cardon, ou plutôt à la source de ce ruisseau, à 2 lieues au nord-est d’Abbeville, & à 7, au nord-est d’Amiens.


Cette ville étoit déja un bourg considérable nommé Centule, avant le regne de Charlemagne ; & du tems de Louis le débonnaire, c’étoit une ville plus considérable qu’elle n’est aujourd’hui ; car elle avoit deux mille six cens maisons. S. Riquier y naquit sous le regne de Clotaire II. vers le commencement du vij. siecle, & en 640 il y jetta les fondemens du monastere qui subsiste encore, & qui porte aujourd’hui son nom. Il y établit pour abbé S. Oualde. Les moines eurent la seigneurie temporelle de la ville ; les comtes de Ponthieu & ceux d’Amiens se l’approprierent ensuite ; & elle revint en 1225 à Louis VIII. roi de France. Le roi & l’abbé de S. Riquter en sont aujourd’hui co-seigneurs. La taille y est personnelle, & c’est le siege d’une prévôté royale. Son terroir produit du blé, du lin & du chanvre. Long. 19. 25′. latit. 50. 12′. (D. J.)​","[[""50 12' N 19 25' E""]]",,50 12' N 19 25' E,50 12' N 19 25' E
v14-1110-0,"ROCHE-BERNARD, la","ROCHE-BERNARD, la, (Géog mod.)​ bourg & baronnie de France, en Bretagne, diocèse de Nantes, sur la Vilaine, à 4 lieues de son embouchure, avec un petit port. Ce bourg fut érigé en duché-pairie, sous le nom de Coaslin en 1663, & éteint en 1738. Celui qui possede la baronnie de la Roche-Bernard préside au corps de la noblesse, quand il se trouve aux états de la province. Long. 15. 15. lat. 47. 25. (D. J.)​","[[""47 25' N 15 15' E""]]",,47 25' N 15 15' E,47 25' N 15 15' E
v14-1113-0,ROCHEFORT,"ROCHEFORT, (Géog. mod.)​ en latin du moyen âge Rupifortium ; mais ce n’étoit qu’un bourg. C’est aujourd’hui une nouvelle ville de France, au pays d’Aunis, sur la Charente, à une lieue & demie de son embouchure, à 3 de Brouage, à 6 au sud-est de la Rochelle, & à 100 au sud-ouest de Paris, avec un port très-commode.


Louis XIV. a fait bâtir dans cette ville en 1664 un magnifique arsenal, un hôpital & des casernes ; il y a fait établir une fonderie de canons, une corderie & un magasin pour l’équipement des vaisseaux ; c’est un siege royal, & le magasin général des autres ports voisins. L’entrée de la riviere est défendue par plusieurs forts ; ainsi dans l’espace d’un demi-siecle Rochefort est devenu un endroit considérable, sur lequel on a fait un ouvrage imprimé à Paris en 1757, in-4°.


L’arsenal de cette ville est le premier qui fut élevé par les soins de M. Colbert ; mais sa position avantageuse à bien des égards, ne sauroit cependant dédommager de l’air mal-sain qui regne à Rochefort, de la mauvaise qualité des eaux, & des sommes immen-​ces qu’a coûté cette entreprise. Longit. 16. 42. latit. 46. 3.


Rochefort dans la Beauce, diocèse de Chartres ; Rochefort dans le Forez, élection de Rouanne, & Rochefort dans l’Auvergne, diocèse de Clermont, sont trois bourgs, que Piganiol de la Force qualifie du nom de petites villes. (D. J.)​","[[""46 3' N 16 42' E""]]",,46 3' N 16 42' E,46 3' N 16 42' E
v14-1133-0,ROCROY,"ROCROY, (Géog. mod.)​ ville de France, dans la Champagne, au Rhételois, à deux lieues & demi de la Meuse, sur les confins du Hainaut, à 12 lieues au nord de Rhetel, dans une plaine environnée de forêts. Elle est fortifiée de cinq bastions, & a un état major : ce fut dans cette plaine que le prince de Condé, alors duc d’Enguien, & âgé de 22 ans, gagna le 19 Mars 1643 sur les Espagnols, une fameuse bataille fort chantée par tous nos poëtes. Long. 22. 12. latit. 49. 56. (D. J.)​","[[""49 56' N 22 12' E""]]",,49 56' N 22 12' E,49 56' N 22 12' E
v14-1138-0,"RODE-MACHEREN, ou RODEMARCK","RODE-MACHEREN, ou RODEMARCK, (Géog. mod.)​ ville des Pays-bas, dans le duché de Luxembourg, entre Luxembourg & Thionville, avec un fort château que les François, sous les ordres du duc de Guise, pillerent en 1639 : elle dépend de la maison d’Autriche. Long. 24. latit. 46. 35. (D. J.)​","[[""46 35' N 24 E""]]",,46 35' N 24 E,46 35' N 24 E
v14-1168-0,ROHAN,"ROHAN, (Géog. mod.)​ bourg de France en Bretagne, au diocèse de Vannes, sur la petite riviere d’Ouste, à 12 lieues au nord de Vannes, avec titre de duché-pairie. Long. 14. 55. latit. 47. 56. (D. J.)​","[[""47 56' N 14 55' E""]]",,47 56' N 14 55' E,47 56' N 14 55' O
v14-1212-0,ROMNEY,"ROMNEY, (Géog. mod.)​ ou Rumney, bourg à marché d’Angleterre, dans la province de Kent, sur une élévation assez considérable de gravier & de sable. C’est un des cinq ports du royaume, & qui étoit fort bon & fort fréquenté avant que la mer eût détourné l’embouchure de la Rother. Depuis ce tems-là, Romney a beaucoup perdu de son premier lustre ; il a cependant encore cinq églises paroissiales, un prieuré, & un hôpital ; il a aussi conservé l’honneur d’envoyer ses députés au parlement. Long. 18. 42. lat. 50. 56. (D. J.)​","[[""50 56' N 18 42' E""]]",,50 56' N 18 42' E,50 56' N 18 42' E
v14-1287-0,ROSÈS,"ROSÈS, (Géog. mod.)​ ville d’Espagne, dans la Catalogne, au Lampurdam, sur la Méditerranée, au fond d’un golfe de même nom, à 8 lieues au nord-est de Gironne. Elle est munie d’une bonne citadelle, qui est sur le bord de la mer près du port. Les vaisseaux mouillent au milieu de la baie par quinze ou dix-huit brasses d’eau, fond d’herbe vaseux.


Selon Silva, Poblæ de Espana, p. 250. la ville de Rosès doit sa fondation aux Rhodiens, qui sortis de leur île, passerent en Espagne, 910 ans avant la naissance de Jesus-Christ, & y bâtirent cette ville, à laquelle ils donnerent le nom de Rhodé, en mémoire de leur patrie. Selon la vérité de l’histoire, Rosès n’étoit qu’une abbaye, lorsque Charles-Quint y fit bâtir une ville & une forteresse, à trente-cinq toises de la mer, en rase campagne. Cette ville a la mer Méditerranée à son midi, la plaine de Lampurdan à son couchant, les Pyrénées à son levant & à son septentrion. La forteresse qui la défend, est à cinq bastions, revêtus de pierre de taille.


Cette ville se glorifie d’avoir été la seule de Catalogne qui ait toujours été fidele au roi Philippe V. Elle a été prise & reprise plusieurs fois dans le dernier siecle ; enfin elle est restée à l’Espagne par le traité de Riswick, l’an 1697. Long. 20. 47. lat. 42. 11. (D. J.)​","[[""42 11' N 20 47' E""]]",,42 11' N 20 47' E,42 11' N 20 47' E
v14-1294-0,ROSIENNE,"ROSIENNE, (Géogr. mod.)​ petite ville de Pologne au grand duché de Lithuanie, dans la Samogitie, à 22 lieues au sud de Mittau, sur une petite riviere qui se rend dans le Némen. Long. 41. 56. latit. 55. 28. (D. J.)​","[[""55 28' N 41 56' E""]]",,55 28' N 41 56' E,55 28' N 41 56' E
v14-1296-0,"ROSIERES, ou Rosieres-aux-Salines","ROSIERES, ou Rosieres-aux-Salines, (Géog. mod.)​ ville de Lorraine dans le bailliage de Nancy, sur la Meurte, à deux lieues de Nancy, & à quatre lieues au sud-ouest de Lunéville. Ses salines sont d’un bon produit. Long. 24. 3. lat. 48. 30. (D. J.)​","[[""48 30' N 24 3' E""]]",,48 30' N 24 3' E,48 30' N 24 3' E
v14-1323-0,ROSTOCK,"ROSTOCK, (Géog. mod.)​ ville d’Allemagne, dans le cercle de la Basse-Saxe, au duché de Mecklenbourg sur la Warna, à une lieue de la mer baltique, à douze au nord-est de Wismar & à trente de Lubeck.


L’origine de cette ville est fort obscure. Quelques savans prétendent qu’elle se nommoit Lacinium ou Laciburgum, du tems que les Varni occupoient le pays avant l’irruption des Vandales. Quoi qu’il en soit, Rostock n’étoit qu’un village habité par des pêcheurs en 329. Ce village s’aggrandit insensiblement ; & Primislas II. d’autres disent Burevin II. ceignit Rostock de murailles en 1262. Cette ville a éprouvé dans la suite différentes révolutions. Le duc de Mecklenbourg en est présentement reconnu le seigneur ; mais la ville jouit des mêmes droits & franchises que Lubeck, & elle est gouvernée par divers corps de magistrature. Son université a été fondée en 1490 ; les évêques de Swerin en sont chanceliers perpétuels. Long. suivant Harris, 30. 16. 15. latit. 54. 10.


Pauli (Simon,) qui devint premier médecin du roi de Danemarck naquit à Rostock en 1603, & mourut en 1680, âgé de soixante-dix-sept ans. Il a fait plusieurs ouvrages qui ne sont pas d’un grand mérite ; & je mets dans cette classe, sa Flora Diana & son quadripartitum botanicum. (D. J.)​","[['54 10\' N 30 16\' 15"" E']]",,"54 10' N 30 16' 15"" E","54 10' N 30 16' 15"" E"
v14-1362-0,ROTWYL,"ROTWYL, (Géog. mod.)​ c’est la même ville d’Allemagne dont il est question dans l’article précédent. Elle est située dans la forêt noire, à huit lieues au sud-ouest de Tubingen, & à 10 au nord de Schafhouse. Elle est libre, impériale, & alliée des cantons suisses depuis 1463. Ses habitans sont catholiques. Le maréchal de Guesbrian prit cette place en 1643. Long. 26. 11. lat. 48. 12.


Deux hommes célebres, l’un par une suite de traverses & d’infortunes, c’est Sébastien Sicler ; l’autre par son savoir, c’est Melchior Wolmar, sont nés à Rotwyl.


Sicler, après avoir éprouvé toutes les horreurs d’un cachot, au sujet d’un vol dont il n’étoit point coupable, se fit hermite, & mourut dans sa retraite en 1695, âgé de 66 ans. Sa vie, imprimée à Lyon en 1698, in-12. est attendrissante ; mais comme elle n’a point de rapport aux sciences, c’est assez de l’indiquer ici.


Wolmar, né en 1497, prit à Bourges le degré de docteur en droit sous Alciat. Il enseigna la langue greque à Calvin, qui lui en témoigna sa reconnoissance en lui dédiant son commentaire sur la seconde​ épître de S. Paul aux Corinthiens. Wolmar fut aussi précepteur de Beze. Il devint en 1535 professeur en droit à Tubingue, & mourut à Eisenar en 1561, âgé de 64 ans. Il a donné à Paris en 1523 de savans commentaires in-4°. sur les deux premiers livres de l’Iliade d’Homere. La préface qu’il a mise à la tête de sa grammaire greque de Démétrius Chalcondile, est un chef-d’œuvre en ce genre. (D. J.)​","[[""48 12' N 26 11' E""]]",,48 12' N 26 11' E,48 12' N 26 11' E
v14-1367-1,Rouane,"Rouane, (Géog. mod.)​ on écrit aussi Roane & Rohane ; ville de France, dans le bas-Forez, sur la Loire, qui commence ici à porter bateau, à 12 lieues au nord-ouest de Feurs, & à 84 de Paris. Rouanne est ancienne ; car elle est marquée dans Ptolomée comme une des principales places des Ségusiens. Il l’appelle Rodumna, & on trouve encore ce mot dans la carte de Peutinger. Il y a dans cette ville une élection & un collége. Elle est capitale d’un pays appellé Roannois. Longit. 21. 45. latit. 36. 3. (D. J.)​","[[""36 3' N 21 45' E""]]",,36 3' N 21 45' E,36 3' N 21 45' E
v14-1396-0,ROVIGNO,"ROVIGNO, (Géog. mod.)​ ville d’Italie, en Istrie, sur sa côte occidentale, dans une presque île, d’où l’on tire de belles pierres pour les édifices de Venise, dont elle dépend depuis l’an 1330, qu’elle se soumit à cette république : les vins qu’on y recueille sont estimés. Long. 31. 27. latit. 45. 15. (D. J.)​","[[""45 15' N 31 27' E""]]",,45 15' N 31 27' E,45 15' N 31 27' E
v14-1438-0,ROUYON,"ROUYON, (Géog. mod.)​ ville de Perse, dans la province de Mazandéran. Long. selon Tavernier, 71. 36. latit. 36. 15. (D. J.)​","[[""36 15' N 71 36' E""]]",,36 15' N 71 36' E,36 15' N 71 36' E
v14-1467-0,RUBIERA,"RUBIERA, (Géog. mod.)​ en latin Herbaria ; ville d’Italie, dans le Modénois, sur la Secchia, à 7 milles de Modène ; c’est une forte place, qui est regardée comme la clé du Modénois. Long. 28. 32. lat. 44. 35.


Urceus (Antoine), un des savans malheureux du xv. siecle, naquit à Rubiera, en 1446, & mourut à Bologne en 1516, âgé de 70 ans. Il fut surnommé Codrus, à cause que le prince de Forli le rencontrant un jour, lui dit, Jupiter Codro se commendat. De-là vint qu’il fit pour lui cette bonne & courte épitaphe, Codrus eram, j’étois Codrus.


Cet écrivain vécut pauvrement pendant toute sa vie, ayant une chambre si sombre, que sans le secours d’une lampe, il ne pouvoit étudier que quelques heures de la journée. Etant une fois sorti sans éteindre cette lampe, le feu prit à ses papiers, & les brûla avec tous ses meubles. Désesperé de la perte de ses manuscrits, il proféra des blasphèmes exécrables, & se retira comme un sauvage dans les forêts, où il passa quelque tems. Ensuite revenant à la ville, il se cacha dans la maison d’un menuisier, où il demeura six mois seuls & sans livres ; enfin il reprit insensiblement ses études. Mais Pierius Valérianus pretend qu’il fut tué par des assassins.


Ses ouvrages contiennent des harangues, des lettres & des poésies. Ils ont été imprimés quatre fois ; savoir, d’abord à Boulogne, en 1502, & finalement à Bâle, en 1540, in-4°. c’est la meilleure édition, & elle est précédée de la vie de l’auteur. Le P. Niceron a fait aussi son article dans ses mémoires des hommes illustres, tom. IV. (D. J.)​","[[""44 35' N 28 32' E""]]",,44 35' N 28 32' E,44 35' N 28 32' E
v14-1506-0,RUFFEC,"RUFFEC, (Géog. mod.)​ petite ville de France, dans l’Angoumois, au diocese, & à 7 lieues d’Angouleme, sur le ruisseau nommé le Lieu. Il s’est tenu dans cette petite ville, en 1327, un concile nommé rosiacense concilium. Longitude 17. 48. latit. 46. 41. (D. J.)​","[[""46 41' N 17 48' E""]]",,46 41' N 17 48' E,46 41' N 17 48' E
v14-1585-0,RUVO,"RUVO, (Géog. mod.)​ ville d’Italie au royaume de Naples, dans la terre de Bari, à 5 milles au midi de Biseglia, avec un évêché fondé dans le x. siecle & suffragant de Bari. Ruvo est l’ancienne Rubi d’Horace, l. I. sat. v. Long. 34. 12. latit. 40. 56. (D. J.)​","[[""40 56' N 34 12' E""]]",,40 56' N 34 12' E,40 56' N 34 12' E
v14-1591-0,RYEGATE,"RYEGATE, (Géogr. mod.)​ ville d’Angleterre, dans la province de Surrey, à 12 lieues au sud-ouest de Londres. Elle envoye deux députés au parlement. Long. 17. 10. latit. 51. 24. (D. J.)​","[[""51 24' N 17 10' E""]]",,51 24' N 17 10' E,51 24' N 17 10' E
v14-1600-0,SAADCH,"SAADCH, (Géogr. mod.) ville d'Asie, dans l'Yémen, à environ 120 lieues de Sanaa. Elle est très peuplée, selon Alazizi, fertile, & a des manufactures pour la préparation des cuirs, & leur teinture. Long. dans les tables d'Abulféda 66d. 30'. lat. 15d. 140'. (D. J.)","[[""15 140' N 66 30' E""]]",,15 140' N 66 30' E,15 140' N 66 30' E
v14-1803-0,SAHRAI-MOUCH,"SAHRAI-MOUCH, (Géog. mod.)​ petite ville d’Asie, au Curdistan, à trois journées d’Eclat. Long. suivant les géographes orientaux, 74. 30. lat. 39. 30. (D. J.)​","[[""39 30' N 74 30' E""]]",,39 30' N 74 30' E,39 30' N 74 30' E
v14-1871-0,SALAMANQUE,"SALAMANQUE, (Géog. mod.)​ ville d’Espagne au royaume de Léon, sur la riviere de Tormes, qu’on y passe sur un ancien pont de pierre bâti par les Romains ; elle est à 40 lieues au midi de Léon, & à 36 au nord-ouest de Madrid. Long. suivant Harris, 18. 11. 45. lat. 41. 12.


C’est une des plus anciennes villes d’Espagne, ornée d’églises magnifiques, & peuplée de religieux & d’écoliers nobles & roturiers, qui y jouissent de grands privileges. Les couvents y sont nombreux & très riches, sur-tout celui de S. Dominique, de S. François, & de S. Bernard.


On trouve hors de Salamanque un beau chemin, large & pavé, fait par les Romains, & qui conduisoit à Mérida, & de là à Séville ; ce chemin fut reparé par l’empereur Adrien, comme il paroît par l’inscription suivante qu’on y a découverte. Imp. Cæsar. divi. Trajani parthici. F. divi Nervæ nepos Trajanus. Hadrianus aug. pontif. max. trib. pot. V. cos. iij. restituit.


L’évêché de Salamanque, fondé sur la fin du vj. siecle, & détruit sous la domination des Maures, s’étend aujourd’hui sur deux cent quarante paroisses, & l’évêque jouit de quatorze mille ducats de revenu.


L’université de Salamanque, la plus fameuse de toute l’Espagne, sut fondée par Ferdinand III. vers le milieu du xiij. siecle, des débris de celle de Palencia. Elle est composée, dit-on, de quatre-vingt professeurs, qui ont chacun mille écus de pension. Le recteur de cette université jouit de grands privileges, & est assis sous un dais dans les assemblées publiques. Le maître des écoles crée tous les officiers de l’université, est toujours ecclésiastique, & a huit mille ducats d’appointement. On dit que l’université est riche de quatre-vingt mille écus de rente.


Malgré tant de richesses & de splendeur apparentes, il ne sort pas de cette université un seul savant connu dans le reste de l’Europe ; toutes les sciences qu’on y cultive, se bornent au droit canon, à la théologie, & à la philosophie scholastique ; on enseigne dans les deux principales chaires, la doctrine de S. Thomas d’Aquin, le docteur angélique, & celle de Jean Scot, le docteur subtil, qui établit le premier l’immaculée conception de la sainte Vierge. La bibliotheque de cette université est presque vuide de livres, & ceux qui s’y trouvent sont tous enchaînés.


Aguirre, (Joseph Saëns de) cardinal, de l’ordre des bénédictins, naquit à Salamanque en 1630, & mourut à Rome en 1699. Ses principaux ouvrages sont, 1°. une histoire des conciles d’Espagne. 2°. Une collection des conciles de la même nation. 3°. Une philosophie scholastique, en 3. vol. in-fol. 4°. Une défense de la chaire de S. Pierre, contre la déclaration de l’assemblée du clergé de France de 1682, touchant la puissance ecclésiastique & politique. C’est cette défense qui lui valut le chapeau que le pape Innocent lui donna en 1686. Dans sa collection des conciles d’Espagne, il y a joint plusieurs dissertations pour soutenir le fausses décrétales des papes, ou pour m’expliquer plus clairement, une cause insoutenable. Il paroît qu’il avoit plus d’étude & de lecture, que de génie & de critique. (D. J.)​​","[['41 12\' N 18 11\' 45"" E']]",,"41 12' N 18 11' 45"" E","41 12' N 18 11' 45"" E"
v14-1897-1,Salé,"Salé, (Géog. mod.)​ ville d’Afrique en Barbarie, sur la côte occidentale du royaume de Fez, & sous l’autorité du roi de Maroc. Cette ville est remarquable par son antiquité ; mais elle est encore plus connue par ses corsaires nommés Saletins, & par son commerce, quoique son havre ne soit propre que pour de petits bâtimens. Elle a de bonnes forteresses pour sa défense, & est divisée comme Fez, en ville vieille & en ville nouvelle, qui sont seulement séparées par la riviere de Garrou. Le roi de France a un consul à Salé ; mais ce caractere est assez infructueux, parce que celui qui en est revêtu n’est​ guere moins exposé qu’un simple marchand aux caprices des habitans. On compte qu’ils sont environ vingt mille. Ils se qualifient Andalous, comme ceux de Tetouan. Salé est situé à environ 45 lieues au couchant de Fez. Long. 11. 6. lat. 34. 2. (D. J.)​","[[""34 2' N 11 6' E""]]",,34 2' N 11 6' E,34 2' N 11 6' O
v14-1957-0,SALMES,"SALMES, (Géog. mod.)​ on écrit aussi Salme, petite ville ou bourg de Lorraine au pays de Vosge, sur les frontieres de la basse Alsace, près de la riviere de Brusch, à 8 lieues de Strasbourg, à 22 de Nancy & à 14 de Marsal, avec titre de comté. Long. 24. 56′. latit. 48. 35′. (D. J.)​","[[""48 35' N 24 56' E""]]",,48 35' N 24 56' E,48 35' N 24 56' E
v14-1967-1,"Salomon, les îles de","Salomon, les îles de, (Géog. mod.) îles de la mer du sud, ainsi nommées par Alvaro de Mendoça, qui les découvrit en 1567. Les principales sont, dit-on, au nombre de dix-huit. La plus grande se nomme l'île Isabelle, à laquelle on donne plus de cent lieues de tour. Ce qu'il y a de sûr, c'est que la plûpart des îles de Salomon ne sont point découvertes, & que celles qui le sont, ne sont pas connues. Tout ce qu'on en sait, c'est qu'en général l'air y est assez tempéré; mais on ne connoît ni le terroir, ni les habitans de ces îles. Long. selon Dudley, 162. 204. latit. 7. 23. (D. J.)",[['7 23\' N 162 20' E']],,7 23' N 162 20' E,7 N 162 E | 23 N 204 E
v14-1969-0,SALONA,"SALONA, (Géog. mod.)​ ville de Grece, dans la Livadie, près du golphe du même nom, sur une petite riviere, à dix-huit lieues au nord-est de Lépante. Elle est habitée en partie par les Turcs, qui y ont sept mosquées, & par les Grecs, qui y ont six églises, avec un évêque suffragant d’Athènes.


Salona n’est point l’ancienne Delphes, ville de la Phocide ; mais c’est Amphisa, comme M. Spon l’a prouvé par une belle & grande inscription latine, qu’il trouva dans une des églises de la ville ; cette inscription étoit un rescrit du proconsul romain Decimius Secundinus, qu’il adressoit aux habitans d’Amphisa. Long. 40. 35. latit. 38. 50. (D. J.)​","[[""38 50' N 40 35' E""]]",,38 50' N 40 35' E,38 50' N 40 35' E
v14-2010-0,SALUCES,"SALUCES, (Géog. mod.)​ en latin du moyen âge Salutiæ, ville d’Italie, dans le Piémont, marquisat de même nom, au pié des Alpes, à un mille du Pô, à 10 de Fossano au couchant, à pareille distance du Mont Vise, à 18 milles au sud-est de Pignerol, & à 24 de Tutin vers le midi ; son évêché est suffragant de Turin, depuis l’an 1511. On croit qu’elle occupe les ruines de l’ancienne Augusta Vagiennorum. C’est une place très-importante au roi de Sardaigne. Long. 25. 20. latit. 44. 27.


Blandrata (George) naquit à Saluces dans le xvj. siecle ; il vint à Geneve, & embrassa le Calvinisme. De Genève il se rendit en Pologne, où il combattit le mystere de la Trinité, avec moins de crainte qu’ailleurs ; il fut d’abord arien, & ensuite embrassa les opinions de Paul de Samosate ; il eût bien mieux fait de ne s’attacher qu’à la Médecine, qu’il pouvoit exercer avec d’autant plus de gloire, qu’il étoit médecin de Sigismond, d’Etienne, & de Christophe Battori, princes de Transsylvanie. Il mourut vers l’an 1590, & s’avisa sur la fin de ses jours de thésauriser, d’abandonner les intérêts des Unitaires, & de favoriser les Jésuites. (D. J.)​","[[""44 27' N 25 20' E""]]",,44 27' N 25 20' E,44 27' N 25 20' E
v14-203-0,REM-HORMOUS,"REM-HORMOUS, (Géog. mod.)​ ville de Perse, que Tavernier met à 74d. 45′. de longitude, & à 31d. 45′. de latitude. (D. J.)​","[[""31 45' N 74 45' E""]]",,31 45' N 74 45' E,31 45' N 74 45' E
v14-2314-0,SARLAT,"SARLAT, (Géogr. mod.)​ ville de France dans le Périgord, à une lieue & demie de la rive droite de la Dordogne, à 10 lieues au sud-est de Périgueux, à 15 au nord-ouest de Cahors, à 125 de Paris. Il y a présidial, sénéchaussée, bailliage, élection, & un évêché d’un modique revenu ; il a été démembré de​ celui de Périgueux, suffragant de Bourdeaux, & fut érigé par le pape Jean XXII.


Cette ville doit son origine à une abbaye d’hommes, ordre de saint Benoît, fondée du tems de Charlemagne. Ses habitans sont très-pauvres, & n’ont d’autre commerce que l’huile de noix. Long. 18. 50. latit. 46. 6.


Trois gentilshommes, hommes de lettres, & c’est une chose rare dans ce royaume, MM. Amelin, de la Boëtie & de la Calprenede, sont nés à Sarlat.


Amelin (Jean d’) a composé une histoire de France, & a publié une traduction de quelques livres de Tite-Live sur les guerres puniques. Cette version n’est pas mauvaise, outre que l’auteur a eu soin d’y marquer à la marge le nom moderne des villes, des rivieres & des provinces. Il vivoit sous le regne d’Henri II.


Boëtie (Etienne de la) mort en 1563 à 33 ans, a laissé un traité curieux, intitulé de la servitude volontaire, ouvrage qu’il fit à l’âge de 18 ans ; tout le monde le connoît, car il est imprimé à la suite des œuvres de Montagne son intime ami.


Calprenede (Gautier de Coste sieur de la) naquit à deux lieues de Sarlat. Il servit d’abord cadet, ensuite officier dans le régiment des gardes, & devint enfin gentilhomme ordinaire du roi. Il mourut en 1661 d’un coup de tête que lui avoit donné son cheval, qu’il avoit relevé trop vivement dans un faux pas.


Il avoit dès sa jeunesse beaucoup de talens pour narrer agréablement. Aussi montoit-il assez volontiers étant cadet au régiment des gardes, dans la salle de l’appartement de la reine, où il débitoit plusieurs petites histoires agréables, qui attiroient du monde de l’un & l’autre sexe autour de lui. La reine se plaignant un jour à ses femmes de chambre de ce qu’elles ne se rendoient pas exactement à leur devoir, elles répondirent qu’il y avoit dans la premiere salle de son appartement, un jeune militaire qui contoit des histoires si amusantes, qu’on ne pouvoit se lasser de l’écouter. La reine voulut le voir, & elle fut si satisfaite de son esprit & de ses manieres, qu’elle lui donna une pension.


Il est auteur des tragédies de la mort de Mithridate, du comte d’Essex, de la mort des enfans d’Hérode, & de plusieurs autres. Elles eurent peu de succès. Le cardinal de Richelieu s’en étant fait lire une, dit que la piece étoit bonne, mais que les vers en étoient lâches. « Comment lâches ! s’écria la Calprenede, quand on lui rapporta la décision du cardinal ; cadedis, il n’y a rien de lâche dans la maison de la Calprenede ».


C’est à ses romans qu’il dut toute sa réputation dans le dernier siecle ; mais le nôtre ne la lui a pas confirmée. Le premier ouvrage qu’il publia en ce genre, est Cassandre : le second est Cléopatre, qu’il acheva en 1645. Le premier est plus intéressant, & le second plus varié pour les événemens. M. Despréaux cependant trouvoit que les caracteres s’y ressembloient trop, car c’est le roman de Cléopatre qu’il censure, quand il dit dans l’art poétique,



Souvent, sans y penser, un écrivain qui s’aime,
Forme tous ses héros semblables à soi-même ;
Tout a l’humeur gascone, en un auteur gascon ;
Calprenede & Juba parlent du même ton.


Il est certain que ces deux ouvrages sont écrits avec noblesse, mais avec beaucoup de négligence. Son dernier roman est Pharamond, dont il n’a travaillé que les sept premiers tomes. Comme il en vouloit faire son chef-d’œuvre, il le composoit à loisir. Il est en effet mieux écrit, & conduit avec plus d’art que les deux autres. Vaumoriere l’a fini, mais il s’en faut beaucoup que la fin vaille le commencement.


La tragédie de Mithridate de la Calprenede fut re-​présentée pour la premiere fois, le jour des rois 1635. A la fin de la piece Mithridate prend une coupe empoisonnée, & après avoir délibéré quelque tems, il dit en avalant le poison : mais c’est trop différer… un plaisant du parterre acheva le vers, en criant à haute voix : le roi boit, le roi boit. (Le chevalier de Jaucourt.)​","[[""46 6' N 18 50' E""]]",,46 6' N 18 50' E,46 6' N 18 50' E
